"","campaignid","sample","family","genus","species","code","length","precision","rms","range","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","comment"
"93","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1053","Lethrinidae","Lethrinus","nebulosus","37351008","510.18429","1.37503","4.78655","1274.81359","-22.608","113.6131","20150820","13:33:00","Cloates.Sanctuary","No-take","C7","46.3","Izzy Lindgren","Yes","Yes",NA
"94","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1167","Lethrinidae","Lethrinus","nebulosus","37351008","312.33164","31.10069","10.79023","4833.52999","-22.3534","113.748","20150825","12:19:00","Between.Osprey.and.Winderabandi","Fished","CN6","39.9","Brigit Vaughan","Yes","Yes",NA
"95","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1167","Lethrinidae","Lethrinus","nebulosus","37351008","578.88140","3.15508","3.52725","2905.58762","-22.3534","113.748","20150825","12:19:00","Between.Osprey.and.Winderabandi","Fished","CN6","39.9","Brigit Vaughan","Yes","Yes",NA
"96","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1167","Lethrinidae","Lethrinus","nebulosus","37351008","367.65847","14.62781","7.13907","3445.97002","-22.3534","113.748","20150825","12:19:00","Between.Osprey.and.Winderabandi","Fished","CN6","39.9","Brigit Vaughan","Yes","Yes",NA
"97","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1167","Lethrinidae","Lethrinus","nebulosus","37351008","503.65824","53.66598","18.06076","6294.60022","-22.3534","113.748","20150825","12:19:00","Between.Osprey.and.Winderabandi","Fished","CN6","39.9","Brigit Vaughan","Yes","Yes",NA
"98","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1167","Lethrinidae","Lethrinus","nebulosus","37351008","483.93869","43.56784","10.21506","7145.80139","-22.3534","113.748","20150825","12:19:00","Between.Osprey.and.Winderabandi","Fished","CN6","39.9","Brigit Vaughan","Yes","Yes",NA
"99","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1167","Lethrinidae","Lethrinus","nebulosus","37351008","531.68715","0.90643","11.79163","1325.64906","-22.3534","113.748","20150825","12:19:00","Between.Osprey.and.Winderabandi","Fished","CN6","39.9","Brigit Vaughan","Yes","Yes",NA
"100","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1176","Lethrinidae","Lethrinus","nebulosus","37351008","567.90431","2.94054","1.51741","2348.31461","-22.2297","113.818","20150825","13:52:00","Osprey.Sanctuary","No-take","O6","44.5","Matt Birt","Yes","Yes",NA
"101","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1150","Lethrinidae","Lethrinus","nebulosus","37351008","415.62435","0.70218","1.80965","1046.48369","-22.9501","113.7235","20150824","10:06:00","Between.Cloates.and.Maud","Fished","PN5","38.7","Nicole Ryan","Yes","Yes",NA
"102","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1192","Lethrinidae","Lethrinus","nebulosus","37351008","478.09610","8.24509","4.82040","3574.00281","-22.2054","113.8291","20150826","10:36:00","Between.Mandu.and.Osprey","Fished","ON2","39.2","Brigit Vaughan","Yes","Yes",NA
"103","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1192","Lethrinidae","Lethrinus","nebulosus","37351008","670.55894","21.61979","12.54535","4606.15845","-22.2054","113.8291","20150826","10:36:00","Between.Mandu.and.Osprey","Fished","ON2","39.2","Brigit Vaughan","Yes","Yes",NA
"104","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1178","Lethrinidae","Lethrinus","nebulosus","37351008","509.05147","2.82907","8.54311","1661.47387","-22.2996","113.779","20150825","15:10:00","Osprey.Sanctuary","No-take","O2","53.4","Matt Birt","Yes","Yes",NA
"105","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1178","Lethrinidae","Lethrinus","nebulosus","37351008","571.35804","19.75635","7.29308","3614.92439","-22.2996","113.779","20150825","15:10:00","Osprey.Sanctuary","No-take","O2","53.4","Matt Birt","Yes","Yes",NA
"106","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1178","Lethrinidae","Lethrinus","nebulosus","37351008","466.78428","1.69504","5.81530","1372.57349","-22.2996","113.779","20150825","15:10:00","Osprey.Sanctuary","No-take","O2","53.4","Matt Birt","Yes","Yes",NA
"107","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1178","Lethrinidae","Lethrinus","nebulosus","37351008","532.45232","2.50677","6.02224","1440.49824","-22.2996","113.779","20150825","15:10:00","Osprey.Sanctuary","No-take","O2","53.4","Matt Birt","Yes","Yes",NA
"108","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1178","Lethrinidae","Lethrinus","nebulosus","37351008","440.83814","3.09950","4.16156","1684.72639","-22.2996","113.779","20150825","15:10:00","Osprey.Sanctuary","No-take","O2","53.4","Matt Birt","Yes","Yes",NA
"109","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1178","Lethrinidae","Lethrinus","nebulosus","37351008","476.65452","1.99510","11.03214","1452.17533","-22.2996","113.779","20150825","15:10:00","Osprey.Sanctuary","No-take","O2","53.4","Matt Birt","Yes","Yes",NA
"110","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1178","Lethrinidae","Lethrinus","nebulosus","37351008","491.75823","20.31096","19.41169","3341.89661","-22.2996","113.779","20150825","15:10:00","Osprey.Sanctuary","No-take","O2","53.4","Matt Birt","Yes","Yes",NA
"111","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1178","Lethrinidae","Lethrinus","nebulosus","37351008","439.08260","3.76986","12.06572","1862.43187","-22.2996","113.779","20150825","15:10:00","Osprey.Sanctuary","No-take","O2","53.4","Matt Birt","Yes","Yes",NA
"112","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1178","Lethrinidae","Lethrinus","nebulosus","37351008","496.78387","4.08905","11.61642","1913.70203","-22.2996","113.779","20150825","15:10:00","Osprey.Sanctuary","No-take","O2","53.4","Matt Birt","Yes","Yes",NA
"113","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1178","Lethrinidae","Lethrinus","nebulosus","37351008","378.55515","2.12329","6.63920","1387.94254","-22.2996","113.779","20150825","15:10:00","Osprey.Sanctuary","No-take","O2","53.4","Matt Birt","Yes","Yes",NA
"114","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1178","Lethrinidae","Lethrinus","nebulosus","37351008","397.42192","1.41437","3.08197","1255.73286","-22.2996","113.779","20150825","15:10:00","Osprey.Sanctuary","No-take","O2","53.4","Matt Birt","Yes","Yes",NA
"115","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1178","Lethrinidae","Lethrinus","nebulosus","37351008","427.19562","7.05762","13.58564","1851.71055","-22.2996","113.779","20150825","15:10:00","Osprey.Sanctuary","No-take","O2","53.4","Matt Birt","Yes","Yes",NA
"116","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1178","Lethrinidae","Lethrinus","nebulosus","37351008","471.90079","5.90593","14.40181","2143.22877","-22.2996","113.779","20150825","15:10:00","Osprey.Sanctuary","No-take","O2","53.4","Matt Birt","Yes","Yes",NA
"117","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1178","Lethrinidae","Lethrinus","nebulosus","37351008","425.77596","3.14913","6.47997","1408.38456","-22.2996","113.779","20150825","15:10:00","Osprey.Sanctuary","No-take","O2","53.4","Matt Birt","Yes","Yes",NA
"118","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1178","Lethrinidae","Lethrinus","nebulosus","37351008","472.76810","2.27601","8.86108","1419.21083","-22.2996","113.779","20150825","15:10:00","Osprey.Sanctuary","No-take","O2","53.4","Matt Birt","Yes","Yes",NA
"119","2015-08_Ningaloo.deep.sanctuaries_stereoBRUVs","NCB1054","Lethrinidae","Lethrinus","nebulosus","37351008","550.34576","4.20473","5.80183","2156.50045","-22.6243","113.6083","20150820","13:41:00","Cloates.Sanctuary","No-take","C6","45.4","Brigit Vaughan","Yes","Yes",NA
"120","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB16","Lethrinidae","Lethrinus","nebulosus","37351008","343.83435","24.62974","15.43992","3986.85765","-22.0533","113.8982","20150819","09:15:00","Between.Mangrove.and.Mandu","Fished","MangroveMandu.1","1.4","Julia Haberstroh","Yes","Yes",NA
"121","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB16","Lethrinidae","Lethrinus","nebulosus","37351008","286.79313","3.03761","4.54513","1990.92807","-22.0533","113.8982","20150819","09:15:00","Between.Mangrove.and.Mandu","Fished","MangroveMandu.1","1.4","Julia Haberstroh","Yes","Yes",NA
"122","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB47","Lethrinidae","Lethrinus","nebulosus","37351008","365.85442","2.98424","2.47981","2066.68945","-22.5481","113.6626","20150820","13:18:00","Between.Winderabandi.and.Cloates","Fished","WinderabandiCloates.1","2.4","Julia Haberstroh","Yes","Yes",NA
"123","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB149","Lethrinidae","Lethrinus","nebulosus","37351008","427.19489","20.77755","3.52295","3586.41416","-22.2985","113.807","20150825","15:12:00","Osprey.Sanctuary","No-take","OspreySZ.4","6","Julia Haberstroh","Yes","Yes",NA
"124","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB51","Lethrinidae","Lethrinus","nebulosus","37351008","362.34284","4.67483","5.71854","3293.51598","-22.5579","113.6583","20150820","13:45:00","Between.Winderabandi.and.Cloates","Fished","WinderabandiCloates.1","1","Julia Haberstroh","Yes","Yes",NA
"125","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB60","Lethrinidae","Lethrinus","nebulosus","37351008","339.93489","5.92062","2.29976","3746.36482","-22.7103","113.6571","20150821","09:17:00","Cloates.Sanctuary","No-take","CloatesSZ.2","0.7","Julia Haberstroh","Yes","Yes",NA
"126","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB140","Lethrinidae","Lethrinus","nebulosus","37351008","439.81563","13.00410","4.23608","3796.39724","-22.2518","113.8295","20150825","11:47:00","Osprey.Sanctuary","No-take","OspreySZ.2","3","Julia Haberstroh","Yes","Yes",NA
"127","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB140","Lethrinidae","Lethrinus","nebulosus","37351008","429.08631","4.91000","1.17695","1940.26624","-22.2518","113.8295","20150825","11:47:00","Osprey.Sanctuary","No-take","OspreySZ.2","3","Julia Haberstroh","Yes","Yes",NA
"128","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB140","Lethrinidae","Lethrinus","nebulosus","37351008","430.89686","1.45586","1.30313","1011.92550","-22.2518","113.8295","20150825","11:47:00","Osprey.Sanctuary","No-take","OspreySZ.2","3","Julia Haberstroh","Yes","Yes",NA
"129","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB67","Lethrinidae","Lethrinus","nebulosus","37351008","360.62158","8.15113","7.59552","2837.23514","-22.8682","113.7647","20150821","12:28:00","Cloates.Sanctuary","No-take","CloatesSZ.3","2.9","Julia Haberstroh","Yes","Yes",NA
"130","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB67","Lethrinidae","Lethrinus","nebulosus","37351008","411.45632","15.25835","6.15780","2825.61791","-22.8682","113.7647","20150821","12:28:00","Cloates.Sanctuary","No-take","CloatesSZ.3","2.9","Julia Haberstroh","Yes","Yes",NA
"131","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB67","Lethrinidae","Lethrinus","nebulosus","37351008","379.54195","5.31134","4.38564","2340.36610","-22.8682","113.7647","20150821","12:28:00","Cloates.Sanctuary","No-take","CloatesSZ.3","2.9","Julia Haberstroh","Yes","Yes",NA
"132","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB67","Lethrinidae","Lethrinus","nebulosus","37351008","385.92567","3.13196","5.86346","2006.74415","-22.8682","113.7647","20150821","12:28:00","Cloates.Sanctuary","No-take","CloatesSZ.3","2.9","Julia Haberstroh","Yes","Yes",NA
"133","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB7","Lethrinidae","Lethrinus","nebulosus","37351008","354.23118","24.97383","1.10254","3870.23271","-21.9505","113.9205","20150818","14:30:00","Mangrove.Sanctuary","No-take","MangroveSZ.1","1.1","Julia Haberstroh","Yes","Yes",NA
"134","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB13","Lethrinidae","Lethrinus","nebulosus","37351008","321.70521","23.45456","1.67853","3876.05539","-22.0489","113.899","20150819","08:42:00","Between.Mangrove.and.Mandu","Fished","MangroveMandu.1","1.5","Julia Haberstroh","Yes","Yes",NA
"135","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB92","Lethrinidae","Lethrinus","nebulosus","37351008","439.61853","24.39693","3.48435","5253.14365","-23.3277","113.7791","20150822","13:35:00","Pelican.Sanctuary","No-take","PelicanSZ.1","2","Julia Haberstroh","Yes","Yes",NA
"136","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB92","Lethrinidae","Lethrinus","nebulosus","37351008","432.59371","26.51501","3.53722","5235.78346","-23.3277","113.7791","20150822","13:35:00","Pelican.Sanctuary","No-take","PelicanSZ.1","2","Julia Haberstroh","Yes","Yes",NA
"137","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB92","Lethrinidae","Lethrinus","nebulosus","37351008","301.49796","15.19440","4.40853","3105.12387","-23.3277","113.7791","20150822","13:35:00","Pelican.Sanctuary","No-take","PelicanSZ.1","2","Julia Haberstroh","Yes","Yes",NA
"138","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB92","Lethrinidae","Lethrinus","nebulosus","37351008","499.70675","5.19591","7.48485","2854.34282","-23.3277","113.7791","20150822","13:35:00","Pelican.Sanctuary","No-take","PelicanSZ.1","2","Julia Haberstroh","Yes","Yes",NA
"139","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB80","Lethrinidae","Lethrinus","nebulosus","37351008","195.15853","11.79905","3.54591","2729.92437","-23.2357","113.765","20150822","09:02:00","Between.Maud.and.Pelican","Fished","MaudPelican.1","1.8","Julia Haberstroh","Yes","Yes",NA
"140","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB69","Lethrinidae","Lethrinus","nebulosus","37351008","388.36592","1.73921","1.08118","1301.32403","-22.873","113.7653","20150821","12:45:00","Cloates.Sanctuary","No-take","CloatesSZ.3","3.2","Julia Haberstroh","Yes","Yes",NA
"141","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB69","Lethrinidae","Lethrinus","nebulosus","37351008","384.71278","4.07609","0.56997","1920.29701","-22.873","113.7653","20150821","12:45:00","Cloates.Sanctuary","No-take","CloatesSZ.3","3.2","Julia Haberstroh","Yes","Yes",NA
"142","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB69","Lethrinidae","Lethrinus","nebulosus","37351008","414.27071","1.43228","0.94761","1281.01356","-22.873","113.7653","20150821","12:45:00","Cloates.Sanctuary","No-take","CloatesSZ.3","3.2","Julia Haberstroh","Yes","Yes",NA
"143","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB69","Lethrinidae","Lethrinus","nebulosus","37351008","241.40674","0.74033","1.16117","1016.91173","-22.873","113.7653","20150821","12:45:00","Cloates.Sanctuary","No-take","CloatesSZ.3","3.2","Julia Haberstroh","Yes","Yes",NA
"144","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB63","Lethrinidae","Lethrinus","nebulosus","37351008","159.09869","2.26512","7.87555","1994.36684","-22.7161","113.6602","20150821","09:39:00","Cloates.Sanctuary","No-take","CloatesSZ.2","1.1","Julia Haberstroh","Yes","Yes",NA
"145","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB78","Lethrinidae","Lethrinus","nebulosus","37351008","193.93823","2.64177","4.99429","1959.78501","-23.232","113.7619","20150822","08:44:00","Between.Maud.and.Pelican","Fished","MaudPelican.1","2.6","Julia Haberstroh","Yes","Yes",NA
"146","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB42","Lethrinidae","Lethrinus","nebulosus","37351008","594.42899","35.00773","0.86573","5468.42150","-22.4857","113.7065","20150820","11:15:00","Winderabandi.Sanctuary","No-take","WinderabandiSZ.1","1.4","Julia Haberstroh","Yes","Yes",NA
"147","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB71","Lethrinidae","Lethrinus","nebulosus","37351008","223.23322","10.36735","2.48799","2660.37850","-22.874","113.7692","20150821","12:57:00","Cloates.Sanctuary","No-take","CloatesSZ.3","3.2","Julia Haberstroh","Yes","Yes",NA
"148","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB71","Lethrinidae","Lethrinus","nebulosus","37351008","267.83117","10.69672","2.47315","2721.45894","-22.874","113.7692","20150821","12:57:00","Cloates.Sanctuary","No-take","CloatesSZ.3","3.2","Julia Haberstroh","Yes","Yes",NA
"149","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB14","Lethrinidae","Lethrinus","nebulosus","37351008","255.96050","16.18452","1.36769","3058.12618","-22.0514","113.8974","20150819","08:51:00","Between.Mangrove.and.Mandu","Fished","MangroveMandu.1","1.1","Julia Haberstroh","Yes","Yes",NA
"150","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB90","Lethrinidae","Lethrinus","nebulosus","37351008","427.36150","23.24373","3.48173","3584.49266","-23.3219","113.7817","20150822","13:20:00","Pelican.Sanctuary","No-take","PelicanSZ.1","2.2","Julia Haberstroh","Yes","Yes",NA
"151","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB70","Lethrinidae","Lethrinus","nebulosus","37351008","510.55212","11.68811","2.92916","3606.93717","-22.8753","113.7668","20150821","12:50:00","Cloates.Sanctuary","No-take","CloatesSZ.3","2.7","Julia Haberstroh","Yes","Yes",NA
"152","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB54","Lethrinidae","Lethrinus","nebulosus","37351008","565.75268","17.75301","3.05651","5038.38326","-22.6348","113.6312","20150820","15:53:00","Cloates.Sanctuary","No-take","CloatesSZ.1","3","Julia Haberstroh","Yes","Yes",NA
"153","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB37","Lethrinidae","Lethrinus","nebulosus","37351008","352.59399","22.30989","2.31289","4286.55365","-22.3644","113.7601","20150820","09:06:00","Between.Osprey.and.Winderabandi","Fished","OspreyWinderabandi.1","1.2","Julia Haberstroh","Yes","Yes",NA
"154","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB17","Lethrinidae","Lethrinus","nebulosus","37351008","232.21104","9.55636","2.34126","3780.95340","-22.0552","113.8988","20150819","09:22:00","Between.Mangrove.and.Mandu","Fished","MangroveMandu.1","1.5","Julia Haberstroh","Yes","Yes",NA
"155","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB17","Lethrinidae","Lethrinus","nebulosus","37351008","266.16406","18.29921","1.81214","3768.21311","-22.0552","113.8988","20150819","09:22:00","Between.Mangrove.and.Mandu","Fished","MangroveMandu.1","1.5","Julia Haberstroh","Yes","Yes",NA
"156","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB148","Lethrinidae","Lethrinus","nebulosus","37351008","337.62100","1.12754","0.79347","1475.69521","-22.2921","113.8089","20150825","15:07:00","Osprey.Sanctuary","No-take","OspreySZ.4","3.5","Julia Haberstroh","Yes","Yes",NA
"157","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB73","Lethrinidae","Lethrinus","nebulosus","37351008","266.77023","9.45268","2.15229","2329.10552","-22.9248","113.7752","20150821","14:31:00","Between.Cloates.and.Maud","Fished","CloatesMaud.1","1.9","Julia Haberstroh","Yes","Yes",NA
"158","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB68","Lethrinidae","Lethrinus","nebulosus","37351008","473.72465","4.93393","1.30486","2303.60210","-22.8713","113.7652","20150821","12:35:00","Cloates.Sanctuary","No-take","CloatesSZ.3","2.4","Julia Haberstroh","Yes","Yes",NA
"159","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB88","Lethrinidae","Lethrinus","nebulosus","37351008","333.97713","15.45254","1.37585","3698.95154","-23.3186","113.7786","20150822","13:05:00","Pelican.Sanctuary","No-take","PelicanSZ.1","2.3","Julia Haberstroh","Yes","Yes",NA
"160","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB23","Lethrinidae","Lethrinus","nebulosus","37351008","158.29342","3.08645","3.41591","1457.32986","-22.0796","113.8933","20150819","11:17:00","Mandu.Sanctuary","No-take","ManduSZ.1","1.2","Julia Haberstroh","Yes","Yes",NA
"161","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB23","Lethrinidae","Lethrinus","nebulosus","37351008","142.61998","2.94115","3.17958","1400.72698","-22.0796","113.8933","20150819","11:17:00","Mandu.Sanctuary","No-take","ManduSZ.1","1.2","Julia Haberstroh","Yes","Yes",NA
"162","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB23","Lethrinidae","Lethrinus","nebulosus","37351008","151.58696","1.17154","1.69731","999.65388","-22.0796","113.8933","20150819","11:17:00","Mandu.Sanctuary","No-take","ManduSZ.1","1.2","Julia Haberstroh","Yes","Yes",NA
"163","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB34","Lethrinidae","Lethrinus","nebulosus","37351008","406.37898","1.81375","1.94522","1567.55208","-22.2406","113.8305","20150819","16:09:00","Osprey.Sanctuary","No-take","OspreySZ.1","3.6","Julia Haberstroh","Yes","Yes",NA
"164","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB34","Lethrinidae","Lethrinus","nebulosus","37351008","456.59942","1.67749","1.25119","1553.96426","-22.2406","113.8305","20150819","16:09:00","Osprey.Sanctuary","No-take","OspreySZ.1","3.6","Julia Haberstroh","Yes","Yes",NA
"165","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB34","Lethrinidae","Lethrinus","nebulosus","37351008","532.89665","9.04851","3.18464","3446.15211","-22.2406","113.8305","20150819","16:09:00","Osprey.Sanctuary","No-take","OspreySZ.1","3.6","Julia Haberstroh","Yes","Yes",NA
"166","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB46","Lethrinidae","Lethrinus","nebulosus","37351008","267.67258","4.42858","2.90401","2911.49397","-22.4792","113.7082","20150820","11:41:00","Winderabandi.Sanctuary","No-take","WinderabandiSZ.1","1.5","Julia Haberstroh","Yes","Yes",NA
"167","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB28","Lethrinidae","Lethrinus","nebulosus","37351008","239.87048","6.72315","16.94464","2854.22783","-22.2054","113.8444","20150819","14:12:00","Between.Mandu.and.Osprey","Fished","ManduOsprey.1","1.2","Julia Haberstroh","Yes","Yes",NA
"168","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB40","Lethrinidae","Lethrinus","nebulosus","37351008","259.32980","6.42165","8.33709","3157.23529","-22.3711","113.7552","20150820","09:30:00","Between.Osprey.and.Winderabandi","Fished","OspreyWinderabandi.1","1.4","Julia Haberstroh","Yes","Yes",NA
"169","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB25","Lethrinidae","Lethrinus","nebulosus","37351008","272.25618","13.50670","0.43418","3505.57495","-22.2006","113.849","20150819","13:53:00","Between.Mandu.and.Osprey","Fished","ManduOsprey.1","1.6","Julia Haberstroh","Yes","Yes",NA
"170","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB21","Lethrinidae","Lethrinus","nebulosus","37351008","473.43979","14.82456","2.23670","3358.79125","-22.0803","113.8905","20150819","11:06:00","Mandu.Sanctuary","No-take","ManduSZ.1","1.1","Julia Haberstroh","Yes","Yes",NA
"171","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB21","Lethrinidae","Lethrinus","nebulosus","37351008","539.81651","7.01467","7.81277","2858.96761","-22.0803","113.8905","20150819","11:06:00","Mandu.Sanctuary","No-take","ManduSZ.1","1.1","Julia Haberstroh","Yes","Yes",NA
"172","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB18","Lethrinidae","Lethrinus","nebulosus","37351008","637.08652","4.64021","3.57788","3365.25095","-22.0575","113.8982","20150819","09:30:00","Between.Mangrove.and.Mandu","Fished","MangroveMandu.1","1.6","Julia Haberstroh","Yes","Yes",NA
"173","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB33","Lethrinidae","Lethrinus","nebulosus","37351008","555.73801","7.71163","6.80706","3586.56854","-22.2402","113.8328","20150819","16:02:00","Osprey.Sanctuary","No-take","OspreySZ.1","2.9","Julia Haberstroh","Yes","Yes",NA
"174","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB33","Lethrinidae","Lethrinus","nebulosus","37351008","546.73655","10.33810","3.15801","3553.10454","-22.2402","113.8328","20150819","16:02:00","Osprey.Sanctuary","No-take","OspreySZ.1","2.9","Julia Haberstroh","Yes","Yes",NA
"175","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB12","Lethrinidae","Lethrinus","nebulosus","37351008","226.96497","1.76081","1.83031","1433.03884","-21.9573","113.9223","20150818","15:08:00","Mangrove.Sanctuary","No-take","MangroveSZ.1","1.1","Julia Haberstroh","Yes","Yes",NA
"176","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB12","Lethrinidae","Lethrinus","nebulosus","37351008","243.49990","1.48564","2.48789","1380.39787","-21.9573","113.9223","20150818","15:08:00","Mangrove.Sanctuary","No-take","MangroveSZ.1","1.1","Julia Haberstroh","Yes","Yes",NA
"177","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB12","Lethrinidae","Lethrinus","nebulosus","37351008","261.96847","1.42521","1.50461","1283.92792","-21.9573","113.9223","20150818","15:08:00","Mangrove.Sanctuary","No-take","MangroveSZ.1","1.1","Julia Haberstroh","Yes","Yes",NA
"178","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB12","Lethrinidae","Lethrinus","nebulosus","37351008","226.55163","1.72548","0.69279","1121.17844","-21.9573","113.9223","20150818","15:08:00","Mangrove.Sanctuary","No-take","MangroveSZ.1","1.1","Julia Haberstroh","Yes","Yes",NA
"179","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB30","Lethrinidae","Lethrinus","nebulosus","37351008","241.87286","2.05069","1.04241","1871.24705","-22.2331","113.8346","20150819","15:44:00","Osprey.Sanctuary","No-take","OspreySZ.1","2.7","Julia Haberstroh","Yes","Yes",NA
"180","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB31","Lethrinidae","Lethrinus","nebulosus","37351008","277.54390","4.07853","3.71075","2568.34639","-22.2359","113.8341","20150819","15:49:00","Osprey.Sanctuary","No-take","OspreySZ.1","6","Julia Haberstroh","Yes","Yes",NA
